ts_code,sub_code,name,ipo_date,issue_date,amount,market_amount,price,pe,limit_amount,funds,ballot
688189.SH,787189,南新制药,20200316,20200326,3500,1334,34.94,55.48,0.95,7.481,0.04
603221.SH,732221,爱丽家居,20200311,20200323,6000,5400,12.9,22.98,2.4,7.74,0.04
300823.SZ,300823,建科机械,20200310,20200319,2340,2106,16.58,19.34,0.9,3.88,0.03
688051.SH,787051,佳华科技,20200310,20200320,1933,736,50.81,35.93,0.55,0.0,0.04
002977.SZ,002977,天箭科技,20200305,20200317,1790,1790,29.98,22.98,1.75,5.366,0.01
300822.SZ,300822,贝仕达克,20200304,20200313,2667,2400,23.57,17.96,1.05,6.286,0.03
300819.SZ,300819,聚杰微纤,20200303,20200312,2487,2238,15.07,22.99,0.95,3.748,0.03
300821.SZ,300821,东岳硅材,20200303,20200312,30000,27000,6.9,17.97,9.0,20.7,0.11
603949.SH,732949,雪龙集团,20200227,20200310,3747,3372,12.66,22.99,1.4,4.744,0.03
002976.SZ,002976,瑞玛精密,20200226,20200306,2500,2250,19.01,22.55,1.0,4.753,0.02
603948.SH,732948,建业股份,20200219,20200302,4000,3600,14.25,17.94,1.6,5.756,0.03
688086.SH,787086,紫晶存储,20200217,20200226,4760,1813,21.49,39.8,1.35,13.487,0.04
601696.SH,780696,中银证券,20200213,20200226,27800,25020,5.47,22.97,8.3,0.0,0.13
603719.SH,732719,良品铺子,20200212,20200224,4100,3690,11.9,22.99,1.2,4.879,0.04
688396.SH,787396,华润微,20200212,20200227,33694,6153,12.8,48.31,8.45,0.0,0.08
688169.SH,787169,石头科技,20200211,20200221,1667,648,271.12,39.46,0.45,13.865,0.04
688177.SH,787177,百奥泰,20200211,20200221,6000,1734,32.76,0.0,1.15,20.894,0.05
688233.SH,787233,神工股份,20200211,20200221,4000,1522,21.67,26.1,1.1,12.325,0.04
688200.SH,787200,华峰测控,20200207,20200218,1530,529,107.41,72.58,0.35,10.94,0.05
300817.SZ,300817,双飞股份,20200206,20200218,2106,1895,18.37,22.99,0.8,3.869,0.03
688090.SH,787090,瑞松科技,20200205,20200217,1684,640,27.55,43.3,0.45,4.298,0.04
300820.SZ,300820,英杰电气,20200204,20200213,1584,1584,33.66,18.98,1.55,5.332,0.02
688208.SH,787208,道通科技,20200204,20200213,5000,1430,24.36,36.16,0.95,7.36,0.05
300818.SZ,300818,耐普矿机,20200203,20200212,1750,1750,21.14,22.99,1.75,3.7,0.02
688398.SH,787398,赛特新材,20200122,20200211,2000,760,24.12,42.51,0.55,4.605,0.04
688080.SH,787080,映翰通,20200122,20200212,1311,498,27.63,32.38,0.35,3.053,0.04
688186.SH,787186,广大特材,20200121,20200211,4180,1588,17.16,23.4,1.15,7.764,0.05
603893.SH,732893,瑞芯微,20200120,20200207,4200,3780,9.68,22.98,1.2,4.066,0.04
300816.SZ,300816,艾可蓝,20200117,20200210,2000,2000,20.28,21.78,2.0,4.056,0.02
688298.SH,787298,东方生物,20200116,20200205,3000,1140,21.25,40.73,0.85,0.0,0.04
603195.SH,732195,公牛集团,20200116,20200206,6000,5400,59.45,22.93,1.8,35.772,0.05
002975.SZ,002975,博杰股份,20200116,20200205,1737,1737,34.6,21.53,1.7,6.009,0.01
603290.SH,732290,斯达半导,20200115,20200204,4000,3600,12.74,22.98,1.6,5.096,0.04
688159.SH,787159,有方科技,20200114,20200123,2292,779,20.35,49.31,0.55,6.277,0.04
688266.SH,787266,泽璟制药,20200114,20200123,6000,1722,33.76,0.0,1.1,25.409,0.05
300815.SZ,300815,玉禾田,20200114,20200123,3460,3114,29.55,22.98,1.35,10.224,0.03
688026.SH,787026,洁特生物,20200113,20200122,2500,950,16.49,34.93,0.7,3.404,0.04
688158.SH,787158,优刻得,20200108,20200120,5850,1404,33.23,176.11,0.9,0.0,0.05
688100.SH,787100,威胜信息,20200107,20200121,5000,1275,13.78,42.46,0.85,6.832,0.05
688278.SH,787278,特宝生物,20200107,20200117,4650,1205,8.24,109.4,0.8,0.0,0.05
601816.SH,780816,京沪高铁,20200106,20200116,628563,234379,4.88,23.39,94.2,0.0,0.79
300813.SZ,300813,泰林生物,20200103,20200114,1300,1300,18.35,22.97,1.3,2.385,0.01
688178.SH,787178,万德斯,20200102,20200114,2125,808,25.2,29.14,0.6,5.944,0.04
002971.SZ,002971,和远气体,20200102,20200113,4000,3600,10.82,22.97,1.6,4.328,0.03
603551.SH,732551,奥普家居,20200102,20200115,4001,3601,15.21,21.85,1.2,6.402,0.04
002973.SZ,002973,侨银股份,20191225,20200106,4089,3680,5.74,22.99,1.2,2.347,0.04
300812.SZ,300812,易天股份,20191225,20200109,1938,1938,21.46,22.99,1.9,4.159,0.02
688181.SH,787181,八亿时空,20191225,20200106,2412,828,43.98,37.35,0.6,3.532,0.04
