ts_code,sub_code,name,ipo_date,issue_date,amount,market_amount,price,pe,limit_amount,funds,ballot
301336.SZ,301336,趣睡科技,20220802,20220812,1000,1000,37.53,26.5,1.0,3.753,0.01
688273.SH,787273,麦澜德,20220802,20220811,2500,872,40.29,38.51,0.6,10.072,0.04
301318.SZ,301318,维海德,20220801,20220810,1736,842,64.68,32.38,0.45,11.228,0.02
301132.SZ,301132,满坤科技,20220801,20220810,3687,1788,26.8,45.71,1.05,9.881,0.02
688205.SH,787205,德科立,20220729,20220809,2432,927,48.51,44.02,0.65,11.798,0.04
301121.SZ,301121,紫建电子,20220728,20220808,1770,859,61.07,45.3,0.5,10.81,0.02
001229.SZ,001229,魅视科技,20220728,20220808,2500,2250,21.71,22.99,1.0,5.428,0.02
001236.SZ,001236,弘业期货,20220727,20220805,10078,9070,1.86,23.9,3.0,1.874,0.05
688373.SH,787373,盟科药业,20220727,20220805,13000,3718,8.16,0.0,2.45,10.608,0.04
301197.SZ,301197,工大科雅,20220727,20220808,3014,1462,25.5,39.64,0.85,7.684,0.02
688380.SH,787380,中微半导,20220727,20220805,6300,1639,30.86,22.95,1.05,19.442,0.04
301095.SZ,301095,广立微,20220726,20220805,5000,2041,58.0,230.39,1.2,29.0,0.02
301278.SZ,301278,快可电子,20220726,20220804,1600,1600,34.84,36.07,1.6,5.574,0.01
835985.BJ,889985,海泰新能,20220726,20220808,6190,3768,9.05,25.24,228.77,5.602,1.28
301308.SZ,301308,江波龙,20220725,20220805,4200,1344,55.67,24.76,0.65,23.381,0.02
688371.SH,787371,菲沃泰,20220722,20220802,8387,2922,18.54,174.61,2.1,15.549,0.04
301333.SZ,301333,诺思格,20220722,20220802,1500,1500,78.88,50.13,1.5,11.832,0.01
301195.SZ,301195,北路智控,20220721,20220801,2192,986,71.17,44.72,0.55,15.601,0.02
688130.SH,787130,晶华微,20220720,20220729,1664,604,62.98,61.01,0.4,10.48,0.04
603201.SH,732201,常润股份,20220720,20220729,1987,1987,30.56,18.71,1.9,6.073,0.02
301269.SZ,301269,华大九天,20220719,20220729,10859,3084,32.69,333.39,1.5,35.498,0.03
688253.SH,787253,英诺特,20220719,20220728,3402,1166,26.06,32.65,0.85,8.866,0.03
301306.SZ,301306,西测测试,20220715,20220726,2110,1023,43.23,59.88,0.6,9.122,0.02
688382.SH,787382,益方生物,20220714,20220725,11500,2661,18.12,0.0,1.6,20.838,0.05
603211.SH,732211,晋拓股份,20220714,20220725,6795,6116,6.55,22.99,2.7,4.451,0.04
001336.SZ,001336,楚环科技,20220713,20220725,2009,1808,22.96,22.99,0.8,4.613,0.02
001258.SZ,001258,立新能源,20220713,20220727,23333,21000,3.38,22.4,7.0,7.887,0.08
688231.SH,787231,隆达股份,20220711,20220722,6171,2010,39.08,343.5,1.45,24.118,0.04
688375.SH,787375,国博电子,20220711,20220722,4001,961,70.88,80.78,0.6,28.359,0.04
603170.SH,732170,宝立食品,20220706,20220715,4001,3601,10.05,22.98,1.2,4.021,0.04
688332.SH,787332,中科蓝讯,20220706,20220715,3000,1146,91.66,56.41,0.85,27.498,0.04
001230.SZ,001230,劲旅环境,20220705,20220715,2785,2506,34.51,22.99,1.1,9.61,0.03
688353.SH,787353,华盛锂电,20220704,20220713,2800,979,98.35,25.96,0.7,27.538,0.03
836871.BJ,889033,派特尔,20220704,20220722,2041,1422,5.6,14.14,84.43,1.143,0.24
603235.SH,732235,天新药业,20220701,20220712,4378,3940,36.88,22.99,1.3,16.146,0.04
688053.SH,787053,思科瑞,20220629,20220708,2500,866,55.53,60.64,0.6,13.883,0.03
839725.BJ,889955,惠丰钻石,20220629,20220718,1265,880,28.18,26.98,52.25,3.565,1.59
301312.SZ,301312,智立方,20220629,20220711,1024,1024,72.33,26.5,1.0,7.403,0.01
301175.SZ,301175,中科环保,20220628,20220708,36722,12700,3.82,33.22,5.85,14.028,0.06
688322.SH,787322,奥比中光,20220628,20220707,4000,966,30.99,0.0,0.6,12.396,0.04
301139.SZ,301139,元道通信,20220628,20220708,3040,1474,38.46,47.79,0.85,11.692,0.02
834639.BJ,889639,晨光电缆,20220628,20220712,4667,3733,4.3,14.34,221.66,2.007,1.05
834062.BJ,889878,科润智控,20220628,20220713,3772,2834,4.3,21.65,168.2,1.622,0.87
301208.SZ,301208,中亦科技,20220627,20220707,1667,1667,46.06,26.53,1.65,7.677,0.01
301234.SZ,301234,五洲医疗,20220624,20220705,1700,1700,26.23,28.0,1.7,4.459,0.01
688400.SH,787400,凌云光,20220623,20220706,10350,2179,21.93,66.37,2.75,22.698,0.04
837821.BJ,889821,则成电子,20220623,20220706,1619,1200,10.8,24.6,71.25,1.749,1.08
301233.SZ,301233,盛帮股份,20220622,20220706,1287,624,41.52,37.99,0.35,5.344,0.02
688237.SH,787237,超卓航科,20220622,20220701,2240,726,41.27,61.46,0.5,9.245,0.03
838670.BJ,889131,恒进感应,20220622,20220705,1700,1360,20.0,25.22,80.75,3.4,1.79
001309.SZ,001309,德明利,20220622,20220701,2000,2000,26.54,22.99,2.0,5.308,0.01
601089.SH,780089,福元医药,20220621,20220630,12000,10800,14.62,22.98,3.6,17.544,0.07
001268.SZ,001268,联合精密,20220621,20220630,2698,2429,19.25,22.99,1.05,5.194,0.02
301239.SZ,301239,普瑞眼科,20220620,20220705,3740,1814,33.65,58.77,1.05,12.587,0.02
301112.SZ,301112,信邦智能,20220616,20220629,2757,1204,27.53,40.99,0.7,7.589,0.02
688047.SH,787047,龙芯中科,20220615,20220624,4100,984,60.06,141.68,0.65,24.625,0.04
688297.SH,787297,中无人机,20220615,20220629,13500,3718,32.35,75.62,2.4,43.672,0.05
001316.SZ,001316,润贝航科,20220615,20220624,2000,2000,29.2,22.99,2.0,5.84,0.01
301302.SZ,301302,华如科技,20220614,20220623,2637,1279,52.03,51.64,0.75,13.72,0.02
001323.SZ,001323,慕思股份,20220614,20220623,4001,3601,38.93,22.99,1.2,15.576,0.04
301220.SZ,301220,亚香股份,20220613,20220622,2020,897,35.98,32.71,0.5,7.268,0.02
688349.SH,787349,三一重能,20220613,20220622,18829,4022,29.8,22.93,2.6,56.109,0.05
833943.BJ,889669,优机股份,20220613,20220624,1295,920,7.0,16.85,54.62,0.907,0.15
301289.SZ,301289,国缆检测,20220613,20220622,1500,1500,33.55,28.5,1.5,5.032,0.01
001226.SZ,001226,拓山重工,20220613,20220622,1867,1867,24.66,22.99,1.85,4.603,0.01
301238.SZ,301238,瑞泰新材,20220608,20220617,18333,5658,19.18,23.71,2.55,35.163,0.04
301156.SZ,301156,美农生物,20220608,20220617,2000,2000,23.48,29.23,2.0,4.696,0.02
831278.BJ,889278,泰德股份,20220606,20220620,2500,2000,4.06,18.89,118.75,1.015,0.16
300646.SZ,300646,侨源气体,20220601,,4001,0,0.0,0.0,0.65,0.0,0.0
301286.SZ,301286,侨源股份,20220601,20220614,4001,1400,16.91,39.0,0.65,6.766,0.03
430564.BJ,889369,天润科技,20220530,20220617,1836,1469,8.05,19.05,87.21,1.478,0.43
832491.BJ,889968,奥迪威,20220530,20220614,3130,2504,11.0,28.53,148.69,3.443,1.28
001235.SZ,001235,里得电科,20220530,,2121,848,25.48,21.41,0.8,5.404,0.0
688348.SH,787348,昱能科技,20220527,20220608,2000,702,163.0,135.2,0.5,32.6,0.05
301266.SZ,301266,宇邦新材,20220526,20220608,2600,1261,26.86,38.35,0.7,6.984,0.02
688120.SH,787120,华海清科,20220526,20220608,2667,931,136.66,127.9,0.65,36.443,0.04
301298.SZ,301298,东利机械,20220525,20220606,3680,1785,12.68,35.42,1.0,4.666,0.02
301125.SZ,301125,腾亚精工,20220525,20220608,1810,878,22.49,29.91,0.5,4.071,0.02
688251.SH,787251,井松智能,20220525,20220606,1486,565,35.62,37.7,0.4,5.292,0.03
688119.SH,787119,中钢洛耐,20220525,20220606,22500,4725,5.06,32.82,3.15,11.385,0.05
001270.SZ,001270,铖昌科技,20220524,20220606,2795,2516,21.68,22.99,1.1,6.06,0.03
870299.BJ,889668,灿能电力,20220524,20220610,2025,1620,5.8,20.72,96.18,1.174,0.29
873223.BJ,889223,荣亿精密,20220523,20220609,4359,3032,3.21,24.79,180.02,1.399,0.24
301160.SZ,301160,翔楼新材,20220523,20220606,1867,905,31.56,20.03,0.5,5.891,0.02
838171.BJ,889866,邦德股份,20220519,20220602,2025,1620,7.0,24.14,96.18,1.417,0.39
688327.SH,787327,云从科技,20220518,20220527,11243,2361,15.37,0.0,1.55,17.28,0.05
688045.SH,787045,必易微,20220517,20220526,1726,593,55.15,16.24,0.4,9.52,0.04
301191.SZ,301191,菲菱科思,20220517,20220526,1334,1334,72.0,24.07,1.3,9.605,0.02
301183.SZ,301183,东田微,20220513,20220524,2000,2000,22.92,30.06,2.0,4.584,0.02
301107.SZ,301107,瑜欣电子,20220513,20220524,1837,1837,25.64,25.0,1.8,4.71,0.02
688213.SH,787213,思特威,20220511,20220520,4001,960,31.51,32.14,0.6,12.607,0.04
831167.BJ,889899,鑫汇科,20220511,20220527,700,560,15.21,25.28,33.25,1.065,0.59
603272.SH,732272,联翔股份,20220510,20220520,2591,2332,13.64,22.99,1.0,3.534,0.03
833533.BJ,889886,骏创科技,20220510,20220524,860,688,12.5,24.87,40.85,1.075,0.48
001318.SZ,001318,阳光乳业,20220509,20220520,7070,6363,9.46,19.95,2.8,6.688,0.04
301153.SZ,301153,中科江南,20220506,20220518,2700,1175,33.68,24.36,0.65,9.094,0.02
301257.SZ,301257,普蕊斯,20220506,20220517,1500,1500,46.8,48.75,1.5,7.02,0.02
871970.BJ,889000,大禹生物,20220505,20220518,1500,1200,10.0,19.59,71.25,1.5,0.5
603097.SH,732097,江苏华辰,20220428,20220512,4000,3600,8.53,22.97,1.6,3.412,0.04
001319.SZ,001319,铭科精技,20220426,20220512,3535,3182,14.89,22.98,1.4,5.264,0.03
833580.BJ,889666,科创新材,20220425,20220513,2300,1600,4.6,15.81,95.0,1.058,0.38
603206.SH,732206,嘉环科技,20220420,20220506,7630,6867,14.53,22.99,3.0,11.086,0.05
001228.SZ,001228,永泰运,20220420,20220429,2597,2337,30.46,19.88,1.0,7.91,0.03
688170.SH,787170,德龙激光,20220420,20220429,2584,879,30.18,38.86,0.65,7.799,0.04
688290.SH,787290,景业智能,20220419,20220429,2060,700,33.89,41.94,0.5,6.981,0.04
688320.SH,787320,禾川科技,20220419,20220428,3776,1286,23.66,36.02,0.95,8.934,0.04
603191.SH,732191,望变电气,20220418,20220428,8329,7496,11.86,22.99,3.3,9.878,0.05
301162.SZ,301162,国能日新,20220415,20220429,1773,860,45.13,55.81,0.5,8.002,0.02
301259.SZ,301259,艾布鲁,20220414,20220426,3000,1455,18.39,34.44,0.85,5.517,0.02
688325.SH,787325,赛微微电,20220413,20220422,2000,762,74.55,146.46,0.55,14.91,0.05
301150.SZ,301150,中一科技,20220412,20220421,1684,692,163.56,29.36,0.4,27.539,0.02
301148.SZ,301148,嘉戎技术,20220412,20220421,2913,1200,38.39,34.88,0.65,11.183,0.02
688052.SH,787052,纳芯微,20220412,20220422,2527,872,230.0,574.05,0.6,58.112,0.04
301288.SZ,301288,清研环境,20220412,20220422,2701,1185,19.09,32.82,0.65,5.156,0.02
600938.SH,730938,中国海油,20220412,20220421,299000,99257,10.8,24.07,78.0,322.92,0.43
688046.SH,787046,药康生物,20220412,20220425,5000,1300,22.53,138.99,0.85,11.265,0.04
301187.SZ,301187,欧圣电气,20220411,20220422,4565,2214,21.33,37.14,1.3,9.738,0.02
301248.SZ,301248,杰创智能,20220411,20220420,2562,1133,39.07,38.48,0.65,10.01,0.02
688279.SH,787279,峰岹科技,20220411,20220420,2309,809,82.0,107.36,0.55,18.934,0.04
688072.SH,787072,拓荆科技,20220408,20220420,3162,813,71.88,0.0,0.5,22.728,0.04
688209.SH,787209,英集芯,20220408,20220419,4200,1101,24.23,164.3,0.7,10.177,0.04
301120.SZ,301120,新特电气,20220407,20220419,6192,2686,13.73,45.23,1.55,8.502,0.02
301163.SZ,301163,宏德股份,20220407,20220419,2040,989,26.27,35.34,0.55,5.359,0.02
688326.SH,787326,经纬恒润,20220407,20220419,3000,967,121.0,244.87,0.7,36.3,0.04
688125.SH,787125,安达智能,20220406,20220415,2020,690,60.55,39.59,0.5,12.232,0.03
301212.SZ,301212,联盛化学,20220401,20220419,2700,1310,29.67,34.62,0.75,8.011,0.02
301279.SZ,301279,金道科技,20220331,20220413,2500,1102,31.2,47.9,0.6,7.8,0.02
301109.SZ,301109,军信股份,20220331,20220413,6834,2832,34.81,22.9,1.6,23.789,0.02
301135.SZ,301135,瑞德智能,20220330,20220412,2549,1127,31.98,49.77,0.6,8.151,0.02
688302.SH,787302,海创药业,20220330,20220412,2476,708,42.92,0.0,0.45,10.627,0.04
688153.SH,787153,唯捷创芯,20220330,20220412,4008,963,66.6,0.0,0.6,26.693,0.04
873169.BJ,889007,七丰精工,20220329,20220415,2227,1600,6.0,15.74,95.0,1.336,0.34
301151.SZ,301151,冠龙节能,20220328,20220411,4200,2037,30.82,31.47,1.15,12.944,0.02
688337.SH,787337,普源精电,20220328,20220408,3033,782,60.88,0.0,0.5,18.463,0.04
301268.SZ,301268,铭利达,20220325,20220407,4001,1400,28.5,90.84,0.65,11.403,0.02
688295.SH,787295,中复神鹰,20220324,20220406,10000,2127,29.33,385.14,1.4,29.33,0.04
301097.SZ,301097,天益医疗,20220323,20220407,1474,715,52.37,60.08,0.4,7.718,0.02
688048.SH,787048,长光华芯,20220323,20220401,3390,889,80.8,0.0,0.55,27.391,0.04
688331.SH,787331,荣昌生物,20220322,20220331,5443,1306,48.0,0.0,0.85,26.125,0.04
688193.SH,787193,仁度生物,20220321,20220330,1000,340,72.65,54.54,0.25,7.265,0.03
301263.SZ,301263,泰恩康,20220318,20220329,5910,2580,19.93,30.84,1.5,11.779,0.02
301258.SZ,301258,富士莱,20220317,20220329,2292,1112,48.3,32.67,0.65,11.07,0.02
301216.SZ,301216,万凯新材,20220317,20220329,8585,3570,35.68,68.21,2.05,30.631,0.02
603051.SH,732051,鹿山新材,20220316,20220325,2300,2070,25.79,22.99,0.9,5.932,0.03
603209.SH,732209,兴通股份,20220315,20220324,5000,4500,21.52,22.99,2.0,10.76,0.04
688197.SH,787197,首药控股,20220314,20220323,3718,1063,39.9,0.0,0.7,14.835,0.04
301237.SZ,301237,和顺科技,20220314,20220323,2000,970,56.69,62.39,0.55,11.338,0.02
688238.SH,787238,和元生物,20220311,20220322,10000,2127,13.23,244.67,1.4,13.23,0.04
688306.SH,787306,均普智能,20220311,20220322,30707,8075,5.08,0.0,5.2,15.599,0.06
301102.SZ,301102,兆讯传媒,20220311,20220328,5000,2112,39.88,39.33,1.2,19.94,0.02
301226.SZ,301226,祥明智能,20220311,20220325,1700,1700,29.66,35.0,1.7,5.042,0.01
301103.SZ,301103,何氏眼科,20220310,20220322,3050,1479,42.5,57.91,0.85,12.963,0.02
301137.SZ,301137,哈焊华通,20220310,20220322,4545,2205,15.37,40.69,1.25,6.986,0.02
301256.SZ,301256,华融化学,20220310,20220322,12000,4680,8.05,38.47,2.25,9.66,0.03
688282.SH,787282,理工导航,20220308,20220318,2200,768,65.21,80.87,0.55,14.346,0.03
688150.SH,787150,莱特光电,20220308,20220318,4024,1028,22.05,133.71,0.65,8.874,0.04
301219.SZ,301219,腾远钴业,20220308,20220317,3149,1265,173.98,63.05,0.75,54.781,0.02
001308.SZ,001308,康冠科技,20220308,20220318,4249,3824,48.84,22.99,1.25,20.751,0.03
688207.SH,787207,格灵深瞳,20220307,20220317,4625,1326,39.49,0.0,0.85,18.262,0.04
688102.SH,787102,斯瑞新材,20220307,20220316,4001,1026,10.48,101.03,0.65,4.193,0.03
831689.BJ,889086,克莱特,20220307,20220321,1000,800,10.8,30.85,47.5,1.08,0.15
688175.SH,787175,高凌信息,20220304,20220315,2323,743,51.68,50.55,0.55,12.004,0.03
301236.SZ,301236,软通动力,20220304,20220315,6353,2110,72.88,27.9,1.0,46.3,0.02
688115.SH,787115,思林杰,20220303,20220314,1667,635,65.65,75.6,0.45,10.944,0.03
603261.SH,732261,立航科技,20220303,20220315,1925,1925,19.7,22.59,1.9,3.792,0.01
301110.SZ,301110,青木股份,20220302,20220311,1667,795,63.1,34.25,0.45,10.517,0.02
301131.SZ,301131,聚赛龙,20220302,20220314,1195,1195,30.0,19.13,1.15,3.586,0.01
603070.SH,732070,万控智造,20220301,20220310,6000,5400,9.42,22.98,1.8,5.652,0.04
301222.SZ,301222,浙江恒威,20220228,20220309,2533,1229,33.98,38.2,0.7,8.608,0.02
688163.SH,787163,赛伦生物,20220228,20220311,2706,1030,33.03,63.28,0.75,8.938,0.03
832419.BJ,889699,路斯股份,20220228,20220311,1304,1043,7.2,21.0,61.95,0.939,0.09
688281.SH,787281,华秦科技,20220224,20220307,1667,637,189.5,77.18,0.45,31.583,0.03
301215.SZ,301215,中汽股份,20220224,20220308,33060,10533,3.8,53.6,5.0,12.563,0.05
301218.SZ,301218,华是科技,20220223,20220307,1901,1901,33.18,52.99,1.9,6.306,0.01
835179.BJ,889168,凯德石英,20220221,20220304,1500,1200,20.0,43.9,71.25,3.0,0.17
001266.SZ,001266,宏英智能,20220217,20220228,1836,1652,38.61,22.99,0.7,7.089,0.02
301200.SZ,301200,大族数控,20220216,20220228,4200,1638,76.56,108.4,0.75,32.155,0.02
871857.BJ,889777,泓禧科技,20220215,20220228,1600,1280,12.0,24.18,76.0,1.92,0.13
301130.SZ,301130,西点药业,20220214,20220223,2020,980,22.55,42.95,0.55,4.555,0.02
603132.SH,732132,金徽股份,20220211,20220222,9800,8820,10.8,22.98,2.9,10.584,0.05
301229.SZ,301229,纽泰格,20220211,20220222,2000,2000,20.28,29.68,2.0,4.056,0.01
833346.BJ,889889,威贸电子,20220210,20220223,2335,1648,9.0,28.25,97.82,2.102,0.13
603215.SH,732215,比依股份,20220209,20220218,4667,4200,12.5,22.98,1.8,5.833,0.03
301181.SZ,301181,标榜股份,20220209,20220221,2250,1091,40.25,29.99,0.6,9.056,0.02
301207.SZ,301207,华兰疫苗,20220208,20220218,4001,1400,56.88,25.31,0.65,22.758,0.02
603122.SH,732122,合富中国,20220207,20220216,9951,8956,4.19,22.99,3.9,4.17,0.04
688267.SH,787267,中触媒,20220207,20220216,4405,1507,41.9,85.98,1.1,18.457,0.03
688283.SH,787283,坤恒顺维,20220128,20220215,2100,719,33.8,64.83,0.5,7.098,0.03
001313.SZ,001313,粤海饲料,20220127,20220216,10000,9000,5.38,22.96,3.0,5.38,0.05
688261.SH,787261,东微半导,20220124,20220210,1684,578,130.0,429.3,0.4,21.897,0.03
301206.SZ,301206,三元生物,20220124,20220210,3372,1635,109.3,63.37,0.95,36.857,0.02
688225.SH,787225,亚信安全,20220124,20220209,4001,1024,30.51,87.17,0.65,12.207,0.03
301228.SZ,301228,实朴检测,20220119,20220128,3000,1314,20.08,56.42,0.75,6.024,0.02
301235.SZ,301235,华康医疗,20220119,20220128,2640,1164,39.3,81.56,0.65,10.375,0.02
688270.SH,787270,臻镭科技,20220118,20220127,2731,946,61.88,92.63,0.65,16.899,0.03
688171.SH,787171,纬德信息,20220118,20220127,2094,796,28.68,45.52,0.55,6.007,0.03
301217.SZ,301217,铜冠铜箔,20220118,20220127,20725,7586,17.27,249.03,3.5,35.793,0.04
301106.SZ,301106,骏成科技,20220118,20220128,1815,1815,37.75,40.0,1.8,6.85,0.01
688223.SH,787223,晶科能源,20220117,20220126,200000,42000,5.0,54.9,28.0,100.0,0.15
301122.SZ,301122,采纳股份,20220117,20220126,2351,1140,50.31,83.85,0.65,11.827,0.02
603102.SH,732102,百合股份,20220114,20220125,1600,1600,42.14,22.99,1.6,6.742,0.01
603150.SH,732150,万朗磁塑,20220113,20220124,2075,1868,34.19,22.02,0.8,7.094,0.02
301123.SZ,301123,奕东电子,20220112,20220125,5840,2571,37.23,50.74,1.45,21.742,0.02
688173.SH,787173,希荻微,20220111,20220121,4001,968,33.57,0.0,0.6,13.431,0.03
301201.SZ,301201,诚达药业,20220110,20220120,2417,1082,72.69,83.1,0.6,17.572,0.02
301116.SZ,301116,益客食品,20220106,20220118,4490,1626,11.4,41.01,0.75,5.118,0.02
001227.SZ,001227,兰州银行,20220105,20220117,56957,51261,3.57,22.97,17.05,20.334,0.14
301158.SZ,301158,德石股份,20220105,20220117,3759,1823,15.64,41.62,1.05,5.879,0.02
301117.SZ,301117,佳缘科技,20220105,20220117,2307,1006,46.8,81.23,0.55,10.798,0.02
300834.SZ,300834,星辉环材,20220104,20220113,4843,2349,55.57,49.48,1.35,26.911,0.02
688220.SH,787220,翱捷科技,20220104,20220114,4183,1025,164.54,0.0,0.65,68.827,0.03
870204.BJ,889888,沪江材料,20220104,20220118,947,659,18.68,19.18,39.11,1.769,0.11
688062.SH,787062,迈威生物,20220104,20220118,9990,2644,34.8,0.0,1.65,34.765,0.04
688234.SH,787234,天岳先进,20211231,20220112,4297,1043,82.79,0.0,0.65,35.576,0.03
688259.SH,787259,创耀科技,20211231,20220112,2000,688,66.6,83.65,0.5,13.32,0.03
301196.SZ,301196,唯科科技,20211230,20220111,3120,1513,64.08,58.79,0.85,19.993,0.02
001234.SZ,001234,泰慕士,20211229,20220111,2667,2400,16.53,22.99,1.05,4.408,0.02
301136.SZ,301136,招标股份,20211229,20220111,6880,2837,10.52,36.74,1.65,7.238,0.02
688176.SH,787176,亚虹医药,20211227,20220107,11000,3157,22.98,0.0,2.05,25.278,0.04
301159.SZ,301159,三维天地,20211227,20220107,1935,1935,30.28,44.81,1.9,5.859,0.01
688262.SH,787262,国芯科技,20211224,20220106,6000,2088,41.98,418.95,1.5,25.188,0.03
600941.SH,730941,中国移动,20211222,20220105,90277,30918,57.58,12.09,25.3,519.814,0.12
603176.SH,732176,汇通集团,20211222,20211231,11666,10499,1.7,8.24,3.4,1.983,0.05
871245.BJ,889688,威博液压,20211222,20220106,975,678,9.68,19.09,40.27,0.944,0.04
301127.SZ,301127,天源环保,20211221,20211230,10250,3998,12.03,34.53,1.9,12.331,0.03
688236.SH,787236,春立医疗,20211221,20211230,3843,1313,29.81,41.41,0.95,11.455,0.03
688227.SH,787227,品高股份,20211221,20211230,2826,981,37.09,111.34,0.7,10.483,0.03
688265.SH,787265,南模生物,20211217,20211228,1949,682,84.62,201.59,0.45,16.493,0.03
301166.SZ,301166,优宁维,20211217,20211228,2167,978,86.06,104.09,0.55,18.646,0.02
301189.SZ,301189,奥尼电子,20211217,20211228,3000,1455,66.18,40.18,0.85,19.854,0.02
688210.SH,787210,统联精密,20211216,20211227,2000,681,42.76,53.55,0.5,8.552,0.03
688206.SH,787206,概伦电子,20211216,20211228,4338,1120,28.28,575.28,0.7,12.268,0.03
001296.SZ,001296,长江材料,20211215,20211224,2055,1850,25.56,18.78,0.8,5.253,0.02
603230.SH,732230,内蒙新华,20211215,20211224,8838,7954,11.15,22.99,3.5,9.854,0.04
301190.SZ,301190,善水科技,20211215,20211224,5366,2603,27.85,58.47,1.5,14.944,0.02
688167.SH,787167,炬光科技,20211215,20211224,2249,776,78.69,362.33,0.55,17.697,0.03
301182.SZ,301182,凯旺科技,20211214,20211223,2396,1162,27.12,79.93,0.65,6.498,0.02
301221.SZ,301221,光庭信息,20211213,20211222,2316,1041,69.89,99.42,0.55,16.183,0.02
301186.SZ,301186,超达装备,20211213,20211223,1820,1820,28.12,35.99,1.8,5.118,0.01
688248.SH,787248,南网科技,20211210,20211222,8470,2207,12.24,79.12,1.4,10.367,0.03
301211.SZ,301211,亨迪药业,20211210,20211222,6000,2864,25.8,36.3,1.7,15.48,0.02
301113.SZ,301113,雅艺科技,20211210,20211222,1750,1750,31.18,26.68,1.75,5.457,0.01
301096.SZ,301096,百诚医药,20211209,20211220,2704,1208,79.6,156.93,0.65,21.525,0.02
688032.SH,787032,禾迈股份,20211209,20211220,1000,348,557.8,225.94,0.25,55.78,0.03
600927.SH,730927,永安期货,20211208,20211223,14556,13100,17.97,22.98,4.3,26.156,0.06
301100.SZ,301100,风光股份,20211208,20211217,5000,2425,27.81,38.02,1.4,13.905,0.02
301101.SZ,301101,明月镜片,20211207,20211216,3359,1482,26.91,56.97,0.85,9.038,0.02
603071.SH,732071,物产环能,20211206,20211216,10043,9039,15.42,17.7,3.0,15.487,0.05
301138.SZ,301138,华研精机,20211206,20211215,3000,1455,26.17,42.59,0.85,7.851,0.02
301177.SZ,301177,迪阿股份,20211206,20211215,4001,1369,116.88,86.51,0.6,46.764,0.02
688246.SH,787246,嘉和美康,20211203,20211214,3447,1313,39.5,259.6,0.95,13.615,0.03
603216.SH,732216,梦天家居,20211202,20211215,5536,4982,16.86,22.99,2.2,9.334,0.03
688235.SH,787235,百济神州,20211202,20211215,11506,2416,192.6,0.0,3.3,221.596,0.04
688110.SH,787110,东芯股份,20211201,20211210,11056,2442,30.18,760.38,1.5,33.368,0.04
688192.SH,787192,迪哲医药,20211201,20211210,4000,1148,52.58,0.0,0.75,21.032,0.03
301168.SZ,301168,通灵股份,20211130,20211210,3000,1455,39.08,49.67,0.85,11.724,0.02
301193.SZ,301193,家联科技,20211130,20211209,3000,1333,30.73,41.35,0.75,9.219,0.02
301179.SZ,301179,泽宇智能,20211129,20211208,3300,1449,43.99,42.32,0.8,14.517,0.02
301126.SZ,301126,达嘉维康,20211126,20211207,5163,2504,12.37,40.58,1.45,6.386,0.02
301111.SZ,301111,粤万年青,20211126,20211207,4000,1763,10.48,29.58,1.0,4.192,0.02
301199.SZ,301199,迈赫股份,20211126,20211207,3334,1617,29.28,48.22,0.95,9.762,0.02
688151.SH,787151,华强科技,20211125,20211206,8621,2796,35.09,68.61,2.05,30.25,0.03
301167.SZ,301167,建研设计,20211125,20211206,2000,2000,26.33,28.98,2.0,5.266,0.01
301198.SZ,301198,喜悦智行,20211123,20211202,2500,1213,21.76,39.23,0.7,5.44,0.02
301108.SZ,301108,洁雅股份,20211123,20211203,2030,985,57.27,27.05,0.55,11.627,0.02
688112.SH,787112,鼎阳科技,20211122,20211201,2667,923,46.6,98.77,0.65,12.427,0.03
688230.SH,787230,芯导科技,20211122,20211201,1500,522,134.81,112.96,0.35,20.221,0.03
301213.SZ,301213,观想科技,20211122,20211206,2000,2000,31.5,43.43,2.0,6.3,0.01
001317.SZ,001317,三羊马,20211118,20211130,2001,1801,16.0,22.99,0.8,3.202,0.02
688049.SH,787049,炬芯科技,20211118,20211129,3050,790,42.98,0.0,0.5,13.109,0.03
301133.SZ,301133,金钟股份,20211117,20211126,2653,1260,14.33,32.55,0.75,3.802,0.02
600935.SH,730935,华塑股份,20211117,20211126,38599,34739,3.94,22.95,11.5,15.208,0.11
688190.SH,787190,云路股份,20211116,20211126,3000,1038,46.63,63.51,0.75,13.989,0.03
301155.SZ,301155,海力风电,20211115,20211124,5435,2636,60.66,21.54,1.5,32.967,0.02
603219.SH,732219,富佳股份,20211111,20211122,4100,3690,9.56,22.98,1.2,3.92,0.03
301119.SZ,301119,正强股份,20211111,20211122,2000,2000,17.88,29.99,2.0,3.576,0.01
301185.SZ,301185,鸥玛软件,20211109,20211119,3836,1860,11.88,34.04,1.05,4.557,0.02
688075.SH,787075,安旭生物,20211108,20211118,1533,584,78.28,7.44,0.4,12.003,0.03
301099.SZ,301099,雅创电子,20211108,20211122,2000,854,21.99,31.81,0.5,4.398,0.01
688232.SH,787232,新点软件,20211108,20211117,8250,2691,48.49,40.75,1.95,40.004,0.03
688082.SH,787082,盛美上海,20211108,20211118,4336,1050,85.0,398.67,0.65,36.852,0.04
301118.SZ,301118,恒光股份,20211105,20211118,2667,1267,22.7,25.51,0.75,6.054,0.02
301180.SZ,301180,万祥科技,20211105,20211116,4001,1560,12.2,51.8,0.75,4.881,0.02
